Ville;Annee;Libelle;Sexe;Total;<1;1-4;5-14;15-24;25-34;35-44;45-54;55-64;65-74;75-84;85-94;95
5;14;28;M;5;;*;;;4;1;;;;;;
5;14;28;F;2;;*;*;;2;;;;;;;
5;14;28;T;7;;*;;;6;1;;;;;;
5;14;29;M;4;;*;;;;;;;;1;3;
5;14;29;F;14;;*;*;;1;;;;2;3;6;2
5;14;29;T;18;;*;;;1;;;;2;4;9;2
5;14;30;M;0;;*;;;;;;;;;;
5;14;30;F;1;;*;*;;1;;;;;;;
5;14;30;T;1;;*;;;1;;;;;;;
5;14;31;M;25;1;*;;3;;1;;2;1;13;4;
5;14;31;F;24;;*;*;;1;1;;;3;8;10;1
5;14;31;T;49;1;*;;3;1;2;;2;4;21;14;1
5;14;32;M;90;;*;;;;5;4;12;26;26;16;1
5;14;32;F;64;;*;*;;;1;1;2;7;20;30;3
5;14;32;T;154;;*;;;;6;5;14;33;46;46;4
5;14;33;M;68;;*;;;;2;3;4;11;22;26;
5;14;33;F;92;;*;*;;;1;;3;8;21;42;16
5;14;33;T;160;;*;;;;3;3;7;19;43;68;16
5;14;34;M;48;;*;;;;;;7;9;17;12;3
5;14;34;F;96;;*;*;;;1;2;4;11;38;38;2
5;14;34;T;144;;*;;;;1;2;11;20;55;50;5
5;14;35;M;32;;*;;;1;;2;6;3;12;8;
5;14;35;F;58;;*;*;;;2;2;1;12;17;22;2
5;14;35;T;90;;*;;;1;2;4;7;15;29;30;2
5;14;36;M;0;;*;;;;;;;;;;
5;14;36;F;3;;*;*;;;;;;;;2;1
5;14;36;T;3;;*;;;;;;;;;2;1
5;14;37;M;34;;*;;;;;3;2;;13;13;3
5;14;37;F;35;;*;*;;;1;1;1;1;14;14;3
5;14;37;T;69;;*;;;;1;4;3;1;27;27;6
5;14;38;M;3;;*;;1;;;;;1;1;;
5;14;38;F;4;;*;*;;;;;;2;2;;
5;14;38;T;7;;*;;1;;;;;3;3;;
5;14;39;M;25;;*;;;;;;2;6;10;6;1
5;14;39;F;13;;*;*;;;;;;3;;9;1
5;14;39;T;38;;*;;;;;;2;9;10;15;2
5;14;40;M;14;2;*;;;1;1;;1;2;2;5;
5;14;40;F;7;;*;*;;;;;;;2;4;1
5;14;40;T;21;2;*;;;1;1;;1;2;4;9;1
5;14;41;M;5;;*;;;;1;1;;;2;1;
5;14;41;F;6;;*;*;;;;;;1;3;2;
5;14;41;T;11;;*;;;;1;1;;1;5;3;
5;14;42;M;9;;*;;;;;2;4;3;;;
5;14;42;F;6;;*;*;;;1;1;1;1;2;;
5;14;42;T;15;;*;;;;1;3;5;4;2;;
5;14;43;M;27;;*;1;;2;;;2;5;11;6;
5;14;43;F;33;;*;*;1;;;;1;3;14;12;2
5;14;43;T;60;;*;1;1;2;;;3;8;25;18;2
5;14;44;M;4;;*;;;;;;;1;;3;
5;14;44;F;4;;*;*;;;;;;;1;3;
5;14;44;T;8;;*;;;;;;;1;1;6;
5;14;45;M;0;;*;;;;;;;;;;
5;14;45;F;5;;*;*;;;;;1;1;;3;
5;14;45;T;5;;*;;;;;;1;1;;3;
5;14;46;M;0;;*;;;;;;;;;;
5;14;46;F;3;;*;*;;;;;1;;1;1;
5;14;46;T;3;;*;;;;;;1;;1;1;
5;14;47;M;8;;*;;;;1;;1;2;3;1;
5;14;47;F;10;;*;*;;;;1;;;5;4;
5;14;47;T;18;;*;;;;1;1;1;2;8;5;
5;14;48;M;0;;*;;;;;;;;;;
5;14;48;F;2;;*;*;;;;;;;;2;
5;14;48;T;2;;*;;;;;;;;;2;
5;14;49;M;0;;*;;;;;;;;;;
5;14;49;F;0;;*;*;;;;;;;;;
5;14;49;T;0;;*;;;;;;;;;;
5;14;50;M;4;4;*;;;;;;;;;;
5;14;50;F;2;2;*;*;;;;;;;;;
5;14;50;T;6;6;*;;;;;;;;;;
5;14;51;M;0;;*;;;;;;;;;;
5;14;51;F;0;;*;*;;;;;;;;;
5;14;51;T;0;;*;;;;;;;;;;
5;14;52;M;1;1;*;;;;;;;;;;
5;14;52;F;3;3;*;*;;;;;;;;;
5;14;52;T;4;4;*;;;;;;;;;;
5;14;53;M;0;;*;;;;;;;;;;
5;14;53;F;0;;*;*;;;;;;;;;
5;14;53;T;0;;*;;;;;;;;;;
5;14;54;M;3;3;*;;;;;;;;;;
5;14;54;F;2;2;*;*;;;;;;;;;
5;14;54;T;5;5;*;;;;;;;;;;
5;14;55;M;1;;*;;;;;;;;1;;
5;14;55;F;3;;*;*;;;;;1;;1;1;
5;14;55;T;4;;*;;;;;;1;;2;1;
5;14;56;M;14;;*;;;1;1;;1;2;5;2;2
5;14;56;F;36;;*;*;;;;;;2;7;18;9
5;14;56;T;50;;*;;;1;1;;1;4;12;20;11
5;14;57;M;21;1;*;1;5;6;;4;1;2;;1;
5;14;57;F;9;;*;*;5;;;;;1;2;1;
5;14;57;T;30;1;*;1;10;6;;4;1;3;2;2;
5;14;58;M;10;;*;;;;;;1;1;6;1;1
5;14;58;F;15;;*;*;1;;;1;;;4;6;3
5;14;58;T;25;;*;;1;;;1;1;1;10;7;4
5;14;59;M;0;;*;;;;;;;;;;
5;14;59;F;1;;*;*;1;;;;;;;;
5;14;59;T;1;;*;;1;;;;;;;;
5;14;60;M;20;1;*;;;2;4;;3;4;;4;2
5;14;60;F;15;;*;*;;;1;;;1;4;6;2
5;14;60;T;35;1;*;1;;2;5;;3;5;4;10;4
5;14;61;M;38;;*;;5;10;9;4;6;2;;2;
5;14;61;F;18;;*;*;2;4;3;;2;2;1;4;
5;14;61;T;56;;*;;7;14;12;4;8;4;1;6;
5;14;62;M;5;;*;2;;2;1;;;;;;
5;14;62;F;6;;*;*;;1;1;1;2;;1;;
5;14;62;T;11;;*;2;;3;2;1;2;;1;;
5;14;63;M;1;;*;;;;1;;;;;;
5;14;63;F;3;;*;*;1;;;;;1;1;;
5;14;63;T;4;;*;;1;;1;;;1;1;;
5;14;64;M;0;;*;;;;;;;;;;
5;14;64;F;2;;*;*;;;;;;;1;1;
5;14;64;T;2;;*;;;;;;;;1;1;
6;14;0;M;3;;*;*;;;;;;1;1;1;*
6;14;0;F;2;*;*;*;*;;;;;;1;1;
6;14;0;T;5;;*;*;;;;;;1;2;2;
6;14;1;M;0;;*;*;;;;;;;;;*
6;14;1;F;0;*;*;*;*;;;;;;;;
6;14;1;T;0;;*;*;;;;;;;;;
6;14;2;M;11;;*;*;;6;4;;1;;;;*
6;14;2;F;1;*;*;*;*;1;;;;;;;
6;14;2;T;12;;*;*;;7;4;;1;;;;
6;14;3;M;1;;*;*;;;;;;;1;;*
6;14;3;F;0;*;*;*;*;;;;;;;;
6;14;3;T;1;;*;*;;;;;;;1;;
6;14;4;M;6;;*;*;;;;;;2;2;2;*
6;14;4;F;2;*;*;*;*;;;;;1;1;;
6;14;4;T;8;;*;*;;;;;;3;3;2;
6;14;5;M;8;;*;*;;;;3;3;2;;;*
6;14;5;F;2;*;*;*;*;;;;;1;;1;
6;14;5;T;10;;*;*;;;;3;3;3;;1;
6;14;6;M;5;;*;*;;;;1;1;1;2;;*
6;14;6;F;2;*;*;*;*;;;;1;;1;;
6;14;6;T;7;;*;*;;;;1;2;1;3;;
6;14;7;M;8;;*;*;;;;;1;1;4;2;*
6;14;7;F;5;*;*;*;*;;;1;;2;;2;
6;14;7;T;13;;*;*;;;;1;1;3;4;4;
6;14;8;M;10;;*;*;;;;1;2;3;3;1;*
6;14;8;F;19;*;*;*;*;;1;1;3;1;5;7;1
6;14;8;T;29;;*;*;;;1;2;5;4;8;8;1
6;14;9;M;7;;*;*;;;1;;3;1;2;;*
6;14;9;F;5;*;*;*;*;;;;;2;1;2;
6;14;9;T;12;;*;*;;;1;;3;3;3;2;
6;14;10;M;17;1;*;*;;;1;2;3;6;4;;*
6;14;10;F;4;*;*;*;*;;;;1;;3;;
6;14;10;T;21;1;*;*;;;1;2;4;6;7;;
6;14;11;M;7;;*;*;;;;;3;3;1;;*
6;14;11;F;11;*;*;*;*;;;2;2;3;2;1;1
6;14;11;T;18;;*;*;;;;2;5;6;3;1;1
6;14;12;M;57;;*;*;;1;1;4;22;14;12;2;*
6;14;12;F;8;*;*;*;*;;;2;1;2;1;2;
6;14;12;T;65;;*;*;;1;1;6;23;16;13;4;1
6;14;13;M;2;;*;*;;;;;2;;;;*
6;14;13;F;2;*;*;*;*;1;;;;1;;;
6;14;13;T;4;;*;*;;1;;;2;1;;;
6;14;14;M;0;;*;*;;;;;;;;;*
6;14;14;F;31;*;*;*;*;;2;4;7;9;3;6;
6;14;14;T;31;;*;*;;;2;4;7;9;3;6;
6;14;15;M;0;;*;*;;;;;;;;;*
6;14;15;F;3;*;*;*;*;;1;1;;;1;;
6;14;15;T;3;;*;*;;;1;1;;;1;;
6;14;16;M;0;;*;*;;;;;;;;;*
6;14;16;F;6;*;*;*;*;;;1;;1;3;1;
6;14;16;T;6;;*;*;;;;1;;1;3;1;
6;14;17;M;0;;*;*;;;;;;;;;*
6;14;17;F;10;*;*;*;*;;;1;3;1;4;1;
6;14;17;T;10;;*;*;;;;1;3;1;4;1;
6;14;18;M;22;;*;*;;;;;3;4;13;2;*
6;14;18;F;0;*;*;*;*;;;;;;;;
6;14;18;T;22;;*;*;;;;;3;4;13;2;
6;14;19;M;3;;*;*;;;;;;1;1;1;*
6;14;19;F;3;*;*;*;*;;;;;1;1;1;
6;14;19;T;6;;*;*;;;;;;2;2;2;
6;14;20;M;3;;*;*;;;;;1;1;;1;*
6;14;20;F;3;*;*;*;*;;;;;;;3;
6;14;20;T;6;;*;*;;;;;1;1;;4;
6;14;21;M;21;;*;*;;1;2;2;4;7;3;;*
6;14;21;F;15;*;*;*;*;;;2;1;3;7;1;1
6;14;21;T;36;;*;*;;1;2;4;5;10;10;1;1
6;14;22;M;44;1;*;*;;;;5;10;16;8;4;*
6;14;22;F;31;*;*;*;*;1;;3;4;8;9;5;1
6;14;22;T;75;1;*;*;;1;;8;14;24;17;9;1
6;14;23;M;5;;*;*;;;2;;1;1;;1;*
6;14;23;F;6;*;*;*;*;;;;1;2;2;;1
6;14;23;T;11;;*;*;;;2;;2;3;2;1;1
6;14;24;M;3;;*;*;1;;;;1;;;1;*
6;14;24;F;4;*;*;*;*;;;;1;1;1;1;
6;14;24;T;7;;*;*;1;;;;2;1;1;2;
6;14;25;M;5;;*;*;;;;2;;;2;1;*
6;14;25;F;5;*;*;*;*;;;1;;1;1;1;1
6;14;25;T;10;;*;*;;;;3;;1;3;2;1
6;14;26;M;8;;*;*;;;;;3;1;3;1;*
6;14;26;F;10;*;*;*;*;;1;;1;1;2;3;2
6;14;26;T;18;;*;*;;;1;;4;2;5;4;2
6;14;27;M;3;;*;*;;1;1;1;;;;;*
6;14;27;F;2;*;*;*;*;;1;;1;;;;
6;14;27;T;5;;*;*;;1;2;1;1;;;;
6;14;28;M;3;;*;*;;2;;;1;;;;*
6;14;28;F;0;*;*;*;*;;;;;;;;
6;14;28;T;3;;*;*;;2;;;1;;;;
6;14;29;M;6;;*;*;;;;;;;5;1;*
6;14;29;F;10;*;*;*;*;;;;;2;3;4;1
6;14;29;T;16;;*;*;;;;;;2;8;5;1
6;14;30;M;1;;*;*;;1;;;;;;;*
6;14;30;F;0;*;*;*;*;;;;;;;;
6;14;30;T;1;;*;*;;1;;;;;;;
6;14;31;M;13;;*;*;;1;1;;1;3;6;1;*
6;14;31;F;11;*;*;*;*;;;;1;1;5;2;1
6;14;31;T;24;;*;*;1;1;1;;2;4;11;3;1
6;14;32;M;66;;*;*;;;;4;7;9;35;10;*
6;14;32;F;51;*;*;*;*;;;;2;6;17;23;3
6;14;32;T;117;;*;*;;;;4;9;15;52;33;4
6;14;33;M;37;1;*;*;;;1;1;1;8;16;9;*
6;14;33;F;70;*;*;*;*;1;;1;2;6;18;38;4
6;14;33;T;107;1;*;*;;1;1;2;3;14;34;47;4
6;14;34;M;40;;*;*;;;1;2;5;6;15;11;*
6;14;34;F;36;*;*;*;*;1;2;3;1;4;10;14;1
6;14;34;T;76;;*;*;;1;3;5;6;10;25;25;1
6;14;35;M;29;;*;*;;;;1;2;7;11;7;*
6;14;35;F;43;*;*;*;*;1;1;1;2;5;17;14;2
6;14;35;T;72;;*;*;;1;1;2;4;12;28;21;3
6;14;36;M;0;;*;*;;;;;;;;;*
6;14;36;F;0;*;*;*;*;;;;;;;;
6;14;36;T;0;;*;*;;;;;;;;;
6;14;37;M;18;;*;*;;;;1;2;1;5;9;*
6;14;37;F;10;*;*;*;*;;;;;1;3;6;
6;14;37;T;28;;*;*;;;;1;2;2;8;15;
6;14;38;M;4;;*;*;;1;;;2;;1;;*
6;14;38;F;3;*;*;*;*;;;;;;;2;1
6;14;38;T;7;;*;*;;1;;;2;;1;2;1
6;14;39;M;17;;*;*;;;;1;1;1;9;5;*
6;14;39;F;17;*;*;*;*;;;;3;1;8;5;
6;14;39;T;34;;*;*;;;;1;4;2;17;10;
6;14;40;M;6;;*;*;;1;1;;;2;1;1;*
6;14;40;F;18;*;*;*;*;;;;1;1;3;13;
6;14;40;T;24;;*;*;;1;1;;1;3;4;14;
6;14;41;M;2;;*;*;;;;;;;1;1;*
6;14;41;F;1;*;*;*;*;;;;;;1;;
6;14;41;T;3;;*;*;;;;;;;2;1;
6;14;42;M;19;;*;*;;1;1;6;6;4;1;;*
6;14;42;F;7;*;*;*;*;;;4;2;1;;;
6;14;42;T;26;;*;*;;1;1;10;8;5;1;;
6;14;43;M;13;;*;*;;;;;3;5;3;1;*
6;14;43;F;21;*;*;*;*;;;;;3;8;9;1
6;14;43;T;34;;*;*;;;;;3;8;11;10;2
6;14;44;M;1;;*;*;;;;;;;1;;*
6;14;44;F;2;*;*;*;*;;;;;;1;1;
6;14;44;T;3;;*;*;;;;;;;2;1;
6;14;45;M;0;;*;*;;;;;;;;;*
6;14;45;F;2;*;*;*;*;;;;1;;1;;
6;14;45;T;2;;*;*;;;;;1;;1;;
6;14;46;M;5;;*;*;;;;;;3;1;1;*
6;14;46;F;3;*;*;*;*;;;;;;;3;
6;14;46;T;8;;*;*;;;;;;3;1;4;
6;14;47;M;6;;*;*;;;;1;;2;3;;*
6;14;47;F;3;*;*;*;*;;;;;;;3;
6;14;47;T;9;;*;*;;;;1;;2;3;3;
6;14;48;M;1;;*;*;;;;;;;1;;*
6;14;48;F;0;*;*;*;*;;;;;;;;
6;14;48;T;1;;*;*;;;;;;;1;;
6;14;49;M;0;;*;*;;;;;;;;;*
6;14;49;F;0;*;*;*;*;;;;;;;;
6;14;49;T;0;;*;*;;;;;;;;;
6;14;50;M;7;7;*;*;;;;;;;;;*
6;14;50;F;1;*;*;*;*;;;;;;;;
6;14;50;T;8;8;*;*;;;;;;;;;
6;14;51;M;0;;*;*;;;;;;;;;*
6;14;51;F;0;*;*;*;*;;;;;;;;
6;14;51;T;0;;*;*;;;;;;;;;
6;14;52;M;2;2;*;*;;;;;;;;;*
6;14;52;F;3;*;*;*;*;;;1;;;;;
6;14;52;T;5;4;*;*;;;;1;;;;;
6;14;53;M;0;;*;*;;;;;;;;;*
6;14;53;F;1;*;*;*;*;;;;;;;;
6;14;53;T;1;1;*;*;;;;;;;;;
6;14;54;M;1;1;*;*;;;;;;;;;*
6;14;54;F;1;*;*;*;*;;;;;;;;
6;14;54;T;2;2;*;*;;;;;;;;;
6;14;55;M;4;;*;*;;;2;;1;1;;;*
6;14;55;F;3;*;*;*;*;;1;1;;;1;;
6;14;55;T;7;;*;*;;;3;1;1;1;1;;
6;14;56;M;9;;*;*;;;;1;2;2;1;1;*
6;14;56;F;17;*;*;*;*;;;;;3;4;7;3
6;14;56;T;26;;*;*;;;;1;2;5;5;8;5
6;14;57;M;14;;*;*;2;2;1;2;5;1;;;*
6;14;57;F;2;*;*;*;*;;;;1;;;;
6;14;57;T;16;;*;*;3;2;1;2;6;1;;;
6;14;58;M;6;;*;*;;;1;2;;;2;1;*
6;14;58;F;11;*;*;*;*;;;;;;2;8;
6;14;58;T;17;;*;*;1;;1;2;;;4;9;
6;14;59;M;3;;*;*;1;1;1;;;;;;*
6;14;59;F;4;*;*;*;*;2;2;;;;;;
6;14;59;T;7;;*;*;1;3;3;;;;;;
6;14;60;M;16;;*;*;1;1;4;1;1;3;4;;*
6;14;60;F;12;*;*;*;*;1;2;2;2;;5;;
6;14;60;T;28;;*;*;1;2;6;3;3;3;9;;
6;14;61;M;29;;*;*;2;5;9;6;3;;3;1;*
6;14;61;F;11;*;*;*;*;3;4;1;2;;;;
6;14;61;T;40;;*;*;3;8;13;7;5;;3;1;
6;14;62;M;2;;*;*;;;1;;;1;;;*
6;14;62;F;0;*;*;*;*;;;;;;;;
6;14;62;T;2;;*;*;;;1;;;1;;;
6;14;63;M;9;;*;*;;1;5;2;1;;;;*
6;14;63;F;6;*;*;*;*;;;1;1;1;1;1;
6;14;63;T;15;;*;*;1;1;5;3;2;1;1;1;
6;14;64;M;4;;*;*;;1;;;1;;2;;*
6;14;64;F;2;*;*;*;*;;;;;;;2;
6;14;64;T;6;;*;*;;1;;;1;;2;2;
7;14;0;M;4;;*;*;;;;1;1;;1;1;
7;14;0;F;5;;*;*;;;;;;;3;1;1
7;14;0;T;9;;*;*;;;;1;1;;4;2;1
7;14;1;M;0;;*;*;;;;;;;;;
7;14;1;F;0;;*;*;;;;;;;;;
7;14;1;T;0;;*;*;;;;;;;;;
7;14;2;M;18;;*;*;;10;3;3;2;;;;
7;14;2;F;6;;*;*;;3;;;2;;;;
7;14;2;T;24;;*;*;;13;3;3;4;;;;
7;14;3;M;2;;*;*;;;;;2;;;;
7;14;3;F;1;;*;*;;;;;;;1;;
7;14;3;T;3;;*;*;;;;;2;;1;;
7;14;4;M;5;;*;*;;;;;;1;3;1;
7;14;4;F;10;;*;*;;;1;;;2;3;2;2
7;14;4;T;15;;*;*;;;1;;;3;6;3;2
7;14;5;M;23;;*;*;;;1;4;9;6;2;1;
7;14;5;F;4;;*;*;;;1;;1;;1;1;
7;14;5;T;27;;*;*;;;2;4;10;6;3;2;
7;14;6;M;19;;*;*;;;;4;6;4;5;;
7;14;6;F;2;;*;*;;;;;;2;;;
7;14;6;T;21;;*;*;;;;4;6;6;5;;
7;14;7;M;17;;*;*;;1;;1;4;5;3;2;1
7;14;7;F;7;;*;*;;;1;;;2;1;2;1
7;14;7;T;24;;*;*;;1;1;1;4;7;4;4;2
7;14;8;M;26;;*;*;;;;2;2;12;7;3;
7;14;8;F;16;;*;*;;;;;1;5;5;3;2
7;14;8;T;42;;*;*;;;;2;3;17;12;6;2
7;14;9;M;7;;*;*;;;;1;1;;4;1;
7;14;9;F;10;;*;*;;;;;2;4;4;;
7;14;9;T;17;;*;*;;;;1;3;4;8;1;
7;14;10;M;26;;*;*;;;;2;6;12;5;1;
7;14;10;F;5;;*;*;;;;;;1;2;1;1
7;14;10;T;31;;*;*;;;;2;6;13;7;2;1
7;14;11;M;17;;*;*;;;;1;4;5;3;4;
7;14;11;F;15;;*;*;;;1;1;1;1;10;1;
7;14;11;T;32;;*;*;;;1;2;5;6;13;5;
7;14;12;M;90;;*;*;;;1;16;21;34;17;1;
7;14;12;F;17;;*;*;;;1;1;3;5;4;3;
7;14;12;T;107;;*;*;;;2;17;24;39;21;4;
7;14;13;M;3;;*;*;;;1;;1;1;;;
7;14;13;F;2;;*;*;;;;;;1;;1;
7;14;13;T;5;;*;*;;;1;;1;2;;1;
7;14;14;M;0;;*;*;;;;;;;;;
7;14;14;F;48;;*;*;;;6;6;10;14;6;6;
7;14;14;T;48;;*;*;;;6;6;10;14;6;6;
7;14;15;M;0;;*;*;;;;;;;;;
7;14;15;F;3;;*;*;;;;1;1;;;1;
7;14;15;T;3;;*;*;;;;1;1;;;1;
7;14;16;M;0;;*;*;;;;;;;;;
7;14;16;F;9;;*;*;;;;;3;1;4;;1
7;14;16;T;9;;*;*;;;;;3;1;4;;1
7;14;17;M;0;;*;*;;;;;;;;;
7;14;17;F;20;;*;*;;;1;1;2;7;5;4;
7;14;17;T;20;;*;*;;;1;1;2;7;5;4;
7;14;18;M;27;;*;*;;;;;1;8;11;7;
7;14;18;F;0;;*;*;;;;;;;;;
7;14;18;T;27;;*;*;;;;;1;8;11;7;
7;14;19;M;5;;*;*;;;;;2;2;1;;
7;14;19;F;6;;*;*;;;1;;;2;;3;
7;14;19;T;11;;*;*;;;1;;2;4;1;3;
7;14;20;M;14;;*;*;;;;;2;5;3;3;1
7;14;20;F;7;;*;*;;;;;;1;4;2;
7;14;20;T;21;;*;*;;;;;2;6;7;5;1
7;14;21;M;29;;*;*;1;1;;;2;11;10;4;
7;14;21;F;17;;*;*;;;;1;2;3;6;5;
7;14;21;T;46;;*;*;1;1;;1;4;14;16;9;
7;14;22;M;82;;*;*;;1;8;6;18;23;19;7;
7;14;22;F;40;;*;*;;;1;2;6;9;13;9;
7;14;22;T;122;;*;*;;1;9;8;24;32;32;16;
7;14;23;M;7;;*;*;;;1;;;1;5;;
7;14;23;F;6;;*;*;;1;;;;;4;;1
7;14;23;T;13;;*;*;;1;1;;;1;9;;1
7;14;24;M;4;;*;*;;;;1;;;1;2;
7;14;24;F;4;;*;*;;;;;1;;2;1;
7;14;24;T;8;;*;*;;;;1;1;;3;3;
7;14;25;M;4;;*;*;;;;;1;;3;;
7;14;25;F;9;;*;*;;;2;;;3;2;2;
7;14;25;T;13;;*;*;;;2;;1;3;5;2;
7;14;26;M;5;;*;*;;;;;;;3;2;
7;14;26;F;9;1;*;*;;;;;;;2;4;2
7;14;26;T;14;1;*;*;;;;;;;5;6;2
7;14;27;M;8;;*;*;1;2;1;;2;2;;;
7;14;27;F;11;;*;*;;;2;1;1;5;1;1;
7;14;27;T;19;;*;*;1;2;3;1;3;7;1;1;
7;14;28;M;1;;*;*;;1;;;;;;;
7;14;28;F;0;;*;*;;;;;;;;;
7;14;28;T;1;;*;*;;1;;;;;;;
7;14;29;M;9;;*;*;;;1;;1;2;1;3;1
7;14;29;F;16;;*;*;;;;;;1;3;10;2
7;14;29;T;25;;*;*;;;1;;1;3;4;13;3
7;14;30;M;1;;*;*;;;;;;1;;;
7;14;30;F;0;;*;*;;;;;;;;;
7;14;30;T;1;;*;*;;;;;;1;;;
7;14;31;M;24;;*;*;;3;1;;5;5;7;3;
7;14;31;F;33;2;*;*;;1;2;;1;9;11;6;1
7;14;31;T;57;2;*;*;;4;3;;6;14;18;9;1
7;14;32;M;100;;*;*;;;1;8;10;26;32;20;3
7;14;32;F;82;;*;*;;;1;;2;9;27;41;2
7;14;32;T;182;;*;*;;;2;8;12;35;59;61;5
7;14;33;M;69;1;*;*;;1;3;2;8;12;26;12;3
7;14;33;F;84;1;*;*;;1;;1;1;4;20;47;9
7;14;33;T;153;2;*;*;;2;3;3;9;16;46;59;12
7;14;34;M;50;;*;*;1;1;2;3;3;12;13;14;1
7;14;34;F;97;;*;*;;;7;1;2;7;35;43;2
7;14;34;T;147;;*;*;1;1;9;4;5;19;48;57;3
7;14;35;M;37;;*;*;;;1;1;4;6;16;8;1
7;14;35;F;47;;*;*;;;;;1;4;22;18;2
7;14;35;T;84;;*;*;;;1;1;5;10;38;26;3
7;14;36;M;1;;*;*;;;;;1;;;;
7;14;36;F;1;;*;*;;;;;;;;1;
7;14;36;T;2;;*;*;;;;;1;;;1;
7;14;37;M;23;;*;*;;;;1;2;3;8;9;
7;14;37;F;22;;*;*;;;1;1;;1;6;11;1
7;14;37;T;45;;*;*;;;1;2;2;4;14;20;1
7;14;38;M;4;;*;*;;;;;3;;1;;
7;14;38;F;7;;*;*;;;1;1;1;;1;3;
7;14;38;T;11;;*;*;;;1;1;4;;2;3;
7;14;39;M;23;;*;*;;;;;2;6;11;4;
7;14;39;F;24;;*;*;;;;1;;4;5;8;6
7;14;39;T;47;;*;*;;;;1;2;10;16;12;6
7;14;40;M;13;1;*;*;;;;1;3;2;4;2;
7;14;40;F;8;;*;*;;;;;1;;3;4;
7;14;40;T;21;1;*;*;;;;1;4;2;7;6;
7;14;41;M;3;;*;*;;;;1;;;2;;
7;14;41;F;3;;*;*;;;;;;;1;2;
7;14;41;T;6;;*;*;;;;1;;;3;2;
7;14;42;M;33;;*;*;;;4;7;15;5;2;;
7;14;42;F;23;;*;*;;1;4;3;7;5;2;1;
7;14;42;T;56;;*;*;;1;8;10;22;10;4;1;
7;14;43;M;20;;*;*;;1;2;1;2;4;6;4;
7;14;43;F;22;;*;*;;1;;;1;2;8;7;3
7;14;43;T;42;;*;*;;2;2;1;3;6;14;11;3
7;14;44;M;1;;*;*;;;;;;;;1;
7;14;44;F;3;;*;*;;;;;;2;1;;
7;14;44;T;4;;*;*;;;;;;2;1;1;
7;14;45;M;0;;*;*;;;;;;;;;
7;14;45;F;1;;*;*;;;;;;1;;;
7;14;45;T;1;;*;*;;;;;;1;;;
7;14;46;M;6;;*;*;;;;;;2;2;2;
7;14;46;F;5;;*;*;;;;;;1;4;;
7;14;46;T;11;;*;*;;;;;;3;6;2;
7;14;47;M;4;;*;*;;;;;;;1;3;
7;14;47;F;10;;*;*;;;;;;;4;6;
7;14;47;T;14;;*;*;;;;;;;5;9;
7;14;48;M;5;;*;*;;;;;;2;;3;
7;14;48;F;3;;*;*;;;;;;1;;2;
7;14;48;T;8;;*;*;;;;;;3;;5;
7;14;49;M;0;;*;*;;;;;;;;;
7;14;49;F;0;;*;*;;;;;;;;;
7;14;49;T;0;;*;*;;;;;;;;;
7;14;50;M;7;7;*;*;;;;;;;;;
7;14;50;F;4;4;*;*;;;;;;;;;
7;14;50;T;11;11;*;*;;;;;;;;;
7;14;51;M;1;1;*;*;;;;;;;;;
7;14;51;F;1;1;*;*;;;;;;;;;
7;14;51;T;2;2;*;*;;;;;;;;;
7;14;52;M;0;;*;*;;;;;;;;;
7;14;52;F;1;1;*;*;;;;;;;;;
7;14;52;T;1;1;*;*;;;;;;;;;
7;14;53;M;0;;*;*;;;;;;;;;
7;14;53;F;2;1;*;*;;;;;;;;1;
7;14;53;T;2;1;*;*;;;;;;;;1;
7;14;54;M;5;5;*;*;;;;;;;;;
7;14;54;F;1;1;*;*;;;;;;;;;
7;14;54;T;6;6;*;*;;;;;;;;;
7;14;55;M;38;1;*;*;2;3;5;4;8;6;5;4;
7;14;55;F;19;;*;*;1;2;1;;2;5;5;2;1
7;14;55;T;57;1;*;*;3;5;6;4;10;11;10;6;1
7;14;56;M;26;;*;*;;;1;;3;3;9;9;1
7;14;56;F;50;;*;*;1;;;1;1;6;12;24;5
7;14;56;T;76;;*;*;1;;1;1;4;9;21;33;6
7;14;57;M;23;;*;*;7;7;3;1;1;1;1;1;
7;14;57;F;9;;*;*;;3;4;;1;;1;;
7;14;57;T;32;;*;*;7;10;7;1;2;1;2;1;
7;14;58;M;13;;*;*;;1;;;;1;6;4;
7;14;58;F;19;;*;*;1;;;;1;1;6;6;4
7;14;58;T;32;;*;*;1;1;;;1;2;12;10;4
7;14;59;M;1;;*;*;;;1;;;;;;
7;14;59;F;1;;*;*;;1;;;;;;;
7;14;59;T;2;;*;*;;1;1;;;;;;
7;14;60;M;27;1;*;*;1;1;6;3;5;2;6;;2
7;14;60;F;8;;*;*;;;;;1;1;3;3;
7;14;60;T;35;1;*;*;1;1;6;3;6;3;9;3;2
7;14;61;M;47;;*;*;8;10;12;6;5;3;3;;
7;14;61;F;35;;*;*;4;7;7;5;6;2;3;1;
7;14;61;T;82;;*;*;12;17;19;11;11;5;6;1;
7;14;62;M;0;;*;*;;;;;;;;;
7;14;62;F;0;;*;*;;;;;;;;;
7;14;62;T;0;;*;*;;;;;;;;;
7;14;63;M;12;;*;*;;3;2;5;;1;;1;
7;14;63;F;5;;*;*;;1;;2;1;;;1;
7;14;63;T;17;;*;*;;4;2;7;1;1;;2;
